slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__rank_power,num__n_classes,num__lambda_prior,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score
matrixamp__birdclef2026-yuriy-improved-ensemble,matrixamp/birdclef2026-yuriy-improved-ensemble,birdclef2026-yuriy-improved-ensemble.ipynb,54,34.0,20.0,5315.0,116736,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
matrixamp__birdclef2026-yusuf-improvement-fork,matrixamp/birdclef2026-yusuf-improvement-fork,birdclef2026-yusuf-improvement-fork.ipynb,67,41.0,26.0,6219.0,128269,"<h1 style=""color: #6cb4e4;  text-align: center;  padding: 0.25em;  border-top: solid 2.5px #6cb4e4;  border-bottom: solid 2.5px #6cb4e4;  background: -webkit-repeating-linear-gradient(-45deg, #f0f8ff, #f0f8ff 3px,#e9f4ff 3px, #e9f4ff 7px);  background: repeating-linear-gradient(-45deg, #f0f8ff, #f0f8ff 3px,#e9f4ff 3px, #e9f4ff 7px);height:45px;"">
<b>
Train & Submission(LocalTrainModel)
</b></h1> ",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,0.0,,12,5,0.5,,,,,,,,
mattiaangeli__birdclef-2026-0-943-better-blend,mattiaangeli/birdclef-2026-0-943-better-blend,birdclef-2026-0-943-better-blend.ipynb,40,27.0,13.0,9557.0,74682,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
mattiaangeli__birdclef-protossm-efficientnet-sed-all-public,mattiaangeli/birdclef-protossm-efficientnet-sed-all-public,birdclef-protossm-efficientnet-sed-all-public.ipynb,4,3.0,1.0,446.0,43385,"## 🙏 Credits

# This notebook ensembles two excellent public BirdCLEF 2026 works: [Maryna Borovska](https://www.kaggle.com/marynaborovska)’s [ProtoSSM / Two-Pass SSM notebook](https://www.kaggle.com/code/marynaborovska/birdclef-26-two-pass-ssm-advanced-pp) and [Tucker Arrants](https://www.kaggle.com/tuckerarrants)’s [EfficientNet Distilled SED notebook](https://www.kaggle.com/code/tuckerarrants/bc",,,0,,0,,,0,,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,2.0,marynaborovska/birdclef-26-two-pass-ssm-advanced-pp|tuckerarrants/bc2026-distilled-sed,12,5,0.4,,0.4,,0.4,0.35,0.4,,
meenalsinha__birdclef-2026,meenalsinha/birdclef-2026,birdclef-2026.ipynb,2,1.0,1.0,460.0,2133,"# BirdCLEF 2026 — Notebook 3/3: Perch + SED Blend

Reads the submission CSVs from Notebook 1 (Perch, ~0.899) and Notebook 2 (SED, ~0.892),
blends them in logit space, and writes the final `submission.csv`.

**Runtime:** < 1 minute.

**Setup:** Attach the output datasets from Notebook 1 and Notebook 2 as input datasets.
Update the two paths below to point to those CSVs.

**Blend weight:** 60% Perch",,,0,,0,0.899,0.892,2,0.899,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
meenalsinha__birdclef-2026-improved,meenalsinha/birdclef-2026-improved,birdclef-2026-improved.ipynb,1,1.0,0.0,0.0,76484,,,,0,,0,,,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,0.60,
melccoro__birdclef-2026-eda-a-beginner-s-guide,melccoro/birdclef-2026-eda-a-beginner-s-guide,birdclef-2026-eda-a-beginner-s-guide.ipynb,89,45.0,44.0,12585.0,16760,"# 🐦 BirdCLEF 2026 EDA: A Beginner’s Guide
---

## Introduction
This notebook explores the **BirdCLEF 2026** dataset through **Exploratory Data Analysis (EDA)** and data preparation.

It focuses on step-by-step EDA and the necessary preprocessing along the way.

As a learner myself, I document the full process so others can follow along",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,,,,,,,,,,,,
miaaaf__birdclef-2026-m1-fast,miaaaf/birdclef-2026-m1-fast,birdclef-2026-m1-fast.ipynb,52,32.0,20.0,5315.0,107828,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-m2-fast,miaaaf/birdclef-2026-m2-fast,birdclef-2026-m2-fast.ipynb,52,32.0,20.0,5315.0,107848,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-m3-fast,miaaaf/birdclef-2026-m3-fast,birdclef-2026-m3-fast.ipynb,52,32.0,20.0,5315.0,107833,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-m4-fast,miaaaf/birdclef-2026-m4-fast,birdclef-2026-m4-fast.ipynb,52,32.0,20.0,5315.0,107828,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-speed-fixed,miaaaf/birdclef-2026-speed-fixed,birdclef-2026-speed-fixed.ipynb,52,32.0,20.0,5315.0,107830,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-v1-baseline,miaaaf/birdclef-2026-v1-baseline,birdclef-2026-v1-baseline.ipynb,52,32.0,20.0,5315.0,107830,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-v3-isotonic,miaaaf/birdclef-2026-v3-isotonic,birdclef-2026-v3-isotonic.ipynb,52,32.0,20.0,5315.0,107830,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-v5-largerssm,miaaaf/birdclef-2026-v5-largerssm,birdclef-2026-v5-largerssm.ipynb,52,32.0,20.0,5315.0,107830,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-v7-aggtemp,miaaaf/birdclef-2026-v7-aggtemp,birdclef-2026-v7-aggtemp.ipynb,52,32.0,20.0,5315.0,107830,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef-2026-v9-residual,miaaaf/birdclef-2026-v9-residual,birdclef-2026-v9-residual.ipynb,52,32.0,20.0,5315.0,107830,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__birdclef26-v18x-625871,miaaaf/birdclef26-v18x-625871,birdclef26-v18x-625871.ipynb,52,32.0,20.0,5315.0,107830,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0,,0,0.929,0.929,1,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
miaaaf__m13-cutmix-miaaaf,miaaaf/m13-cutmix-miaaaf,m13-cutmix-miaaaf.ipynb,19,18.0,1.0,86.0,66957,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m14-cosine-restart-miaaaf,miaaaf/m14-cosine-restart-miaaaf,m14-cosine-restart-miaaaf.ipynb,19,18.0,1.0,86.0,66307,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m15-freq-focal-miaaaf,miaaaf/m15-freq-focal-miaaaf,m15-freq-focal-miaaaf.ipynb,19,18.0,1.0,86.0,66857,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m16-larger-model-miaaaf,miaaaf/m16-larger-model-miaaaf,m16-larger-model-miaaaf.ipynb,19,18.0,1.0,86.0,66354,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m23-stopgrad-delta-smooth-miaaaf,miaaaf/m23-stopgrad-delta-smooth-miaaaf,m23-stopgrad-delta-smooth-miaaaf.ipynb,19,18.0,1.0,86.0,66599,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m24-stopgrad-rank-thresh-miaaaf,miaaaf/m24-stopgrad-rank-thresh-miaaaf,m24-stopgrad-rank-thresh-miaaaf.ipynb,19,18.0,1.0,86.0,66364,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m25-stopgrad-ensemble-wt-miaaaf,miaaaf/m25-stopgrad-ensemble-wt-miaaaf,m25-stopgrad-ensemble-wt-miaaaf.ipynb,19,18.0,1.0,86.0,67072,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m26b-stopgrad-prior-tuned,miaaaf/m26b-stopgrad-prior-tuned,m26b-stopgrad-prior-tuned.ipynb,19,18.0,1.0,86.0,66363,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__m27b-stopgrad-strong-distill,miaaaf/m27b-stopgrad-strong-distill,m27b-stopgrad-strong-distill.ipynb,19,18.0,1.0,86.0,66363,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d256-w60,miaaaf/pantanal-distill-birdclef2026-miaaaf-d256-w60,pantanal-distill-birdclef2026-miaaaf-d256-w60.ipynb,19,18.0,1.0,86.0,64976,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-50ep,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-50ep,pantanal-distill-birdclef2026-miaaaf-d384-50ep.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-a52,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-a52,pantanal-distill-birdclef2026-miaaaf-d384-a52.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-do006,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do006,pantanal-distill-birdclef2026-miaaaf-d384-do006.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-do008,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do008,pantanal-distill-birdclef2026-miaaaf-d384-do008.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-do13,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do13,pantanal-distill-birdclef2026-miaaaf-d384-do13.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-ds16,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds16,pantanal-distill-birdclef2026-miaaaf-d384-ds16.ipynb,19,18.0,1.0,86.0,64968,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-ds24,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds24,pantanal-distill-birdclef2026-miaaaf-d384-ds24.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-ds48,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds48,pantanal-distill-birdclef2026-miaaaf-d384-ds48.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-nl5-ca4,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-nl5-ca4,pantanal-distill-birdclef2026-miaaaf-d384-nl5-ca4.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-nlayers5,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-nlayers5,pantanal-distill-birdclef2026-miaaaf-d384-nlayers5.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-rank03,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-rank03,pantanal-distill-birdclef2026-miaaaf-d384-rank03.ipynb,19,18.0,1.0,86.0,64975,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,234,,,,,,,
